"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Hist3h2ba",1.08337550049896e-06,-0.488140374833318,0.153,0.252,0.0272241429520384
"Stk4",1.0947519316978e-06,-0.260678422531995,0.293,0.417,0.0275100212916339
"Zbtb11",1.0958020710334e-06,-0.32186267384568,0.193,0.288,0.0275364102429984
"Ncapd3",1.15416664576105e-06,-0.426884667764517,0.171,0.268,0.0290030536413295
"Cyfip2",1.16057410561155e-06,-0.26663032589407,0.433,0.597,0.0291640666999127
"Snap91",1.17873601189634e-06,-0.369495857317205,0.306,0.452,0.0296204572429432
"Dnajc16",1.17915315374614e-06,-0.459404915294726,0.176,0.274,0.0296309396004868
"Map7d2",1.1824225934715e-06,-0.42454755405987,0.209,0.317,0.0297130973513452
"Trim66",1.18707433074575e-06,-0.291139479270439,0.473,0.649,0.02982999085731
"Snx9",1.18967017608345e-06,-0.289561044477902,0.208,0.295,0.0298952218548011
"Xiap",1.19328154537562e-06,-0.27219798627791,0.259,0.366,0.029985971953744
"Gtf2ird1",1.2160259768736e-06,-0.500737444816462,0.176,0.285,0.0305575167728568
"Git1",1.22277767532074e-06,-0.35999927035006,0.175,0.261,0.0307271802031348
"Eif3k",1.22683352948722e-06,0.305650246104856,0.524,0.555,0.0308290997624844
"Daam1",1.24448986580387e-06,-0.271098289989071,0.242,0.337,0.0312727858377854
"Dnttip1",1.25933489658347e-06,-0.275652598455949,0.198,0.281,0.031645826616246
"Atg12",1.27233868345401e-06,-0.38814574520087,0.204,0.313,0.0319725987765158
"Exoc6b",1.27659945553466e-06,-0.301623510006375,0.616,0.777,0.0320796677181304
"Sv2a",1.27786614954636e-06,-0.605221013958537,0.161,0.279,0.0321114984719504
"Fos",1.2891558743565e-06,0.602124348409751,0.396,0.285,0.0323951979667044
"Fam3c",1.29118813254245e-06,-0.311652671231441,0.229,0.336,0.0324462665826593
"Golga2",1.29217939189008e-06,-0.485992267292716,0.23,0.369,0.0324711759388058
"Fam199x",1.31394183312789e-06,-0.506197199988411,0.152,0.259,0.0330180443246708
"Metap1",1.34639924099743e-06,-0.411183151366959,0.171,0.264,0.0338336665270244
"Dync2h1",1.36491610729712e-06,-0.294930925843329,0.494,0.661,0.0342989768602694
"Syt14",1.38219891706091e-06,-0.390671086188661,0.316,0.467,0.0347332765868236
"Taf1",1.38271702435409e-06,-0.466143936288564,0.243,0.382,0.0347462961049939
"Uhrf1bp1l",1.40972384730949e-06,-0.305783328339725,0.173,0.25,0.0354249505590403
"Mmp15",1.44736294159098e-06,-0.252129279116451,0.182,0.262,0.0363707833592398
"Tut7",1.47097559054598e-06,-0.260996709315516,0.256,0.356,0.0369641456148299
"Nav3",1.47256717314398e-06,-0.381625239034438,0.296,0.446,0.0370041404939351
"Zfp292",1.47535081214589e-06,-0.276966606912641,0.341,0.478,0.0370740905584141
"Prr7",1.50517114343005e-06,-0.42751109452488,0.18,0.282,0.0378234456632538
"Zc3h6",1.54175900499098e-06,-0.264632380033085,0.384,0.53,0.0387428620364184
"Ap4s1",1.56093784247567e-06,-0.270792130846367,0.327,0.464,0.0392248070435711
"Ccdc96",1.57231212654212e-06,-0.427258513297006,0.292,0.441,0.039510631427877
"Abce1",1.62331711086251e-06,-0.322628471910113,0.175,0.255,0.0407923356788641
"Ubr3",1.65337509964393e-06,-0.48525231836324,0.313,0.482,0.0415476628789523
"Dpm3",1.73624092904361e-06,0.261760625859962,0.432,0.451,0.0436299983059369
"Etfrf1",1.75898200858504e-06,-0.290125980287233,0.22,0.311,0.0442014588937336
"Ccdc91",1.77381250871212e-06,-0.346606650795002,0.242,0.354,0.0445741345314268
"Myo5a",1.78243633423494e-06,-0.308682454213982,0.383,0.54,0.0447908426429899
"Clec16a",1.80326539021489e-06,-0.467273835255939,0.169,0.271,0.0453142559907099
"Cntln",1.8157707956458e-06,-0.523345618129655,0.163,0.271,0.0456285043237832
"Smarca2",1.82432232203351e-06,-0.31844200286116,0.198,0.291,0.04584339563038
"Vopp1",1.82446280611316e-06,-0.373987235272059,0.21,0.315,0.0458469258548176
"Csnk2a1",1.82732200912527e-06,0.260555145759715,0.56,0.605,0.0459187747673088
"Naa15",1.85519952360471e-06,-0.446663748206622,0.183,0.286,0.0466193088286627
"Polr3gl",1.88413224667188e-06,-0.416905238986916,0.163,0.259,0.0473463592266176
"Pdxdc1",1.90599015272059e-06,-0.487733956578025,0.189,0.308,0.0478956265477157
"Eif5a",1.92917807571668e-06,0.254671115066951,0.742,0.798,0.0484783158646843
"Spice1",1.98510354158839e-06,-0.349135314332561,0.283,0.415,0.0498836668965746
"Cdhr1",1.99747204792278e-06,-0.39373437968594,0.207,0.323,0.0501944750922515
"Xpo1",2.0151513138091e-06,-0.267831606469893,0.323,0.448,0.0506387373647089
"Zzz3",2.05106846891093e-06,-0.406584157097307,0.216,0.332,0.0515412995552627
"Usf3",2.06828235679488e-06,-0.356355906022228,0.209,0.313,0.0519738673438985
"Tmem161b",2.11285286224131e-06,-0.361484534742588,0.176,0.261,0.0530938795752619
"Med21",2.12631439992126e-06,0.265799814281431,0.751,0.792,0.0534321545556213
"Avl9",2.13245833816917e-06,-0.253852814311857,0.22,0.312,0.0535865455798532
"Romo1",2.13405464322838e-06,0.256427943049017,0.548,0.569,0.0536266591296858
"Pcyt1b",2.18543482922105e-06,-0.456817992172575,0.221,0.345,0.0549177918234957
"Nadk",2.20169818510541e-06,-0.514607953538858,0.186,0.306,0.0553264736935138
"Pim1",2.21599314788112e-06,0.313579859816728,0.267,0.272,0.0556856918131047
"Rangap1",2.24692992081232e-06,-0.347473778200327,0.261,0.384,0.0564631019800929
"Sh3bgrl3",2.26941210781614e-06,0.29424090425367,0.446,0.473,0.0570280568573118
"Sertad2",2.27054362082785e-06,-0.265129580503351,0.215,0.303,0.0570564906477831
"Susd6",2.28357351481055e-06,-0.320672421779573,0.263,0.373,0.0573839188536744
"Braf",2.29896900909243e-06,-0.273131515236011,0.394,0.536,0.0577707922294836
"Zbbx",2.30505028457716e-06,-0.410558506505705,0.305,0.458,0.0579236086011393
"Kif5c",2.34767767086837e-06,-0.39057588861452,0.185,0.279,0.0589947921912512
"Gars",2.35346111878458e-06,-0.299643436560124,0.28,0.396,0.0591401244539376
"Rtn4rl1",2.36087247576476e-06,-0.251477051737041,0.335,0.466,0.0593263644434926
"Casp3",2.37971888474804e-06,-0.41507136960996,0.302,0.433,0.0597999558548334
"Rrm2b",2.38891515578289e-06,-0.359366215555838,0.255,0.378,0.0600310489496683
"Macrod2",2.39274235906908e-06,-0.412514089751963,0.172,0.269,0.060127222741047
"Tspyl5",2.44280064594553e-06,-0.3585562887066,0.209,0.309,0.0613851374319651
"Dscam",2.45437679864063e-06,-0.437012248768328,0.185,0.294,0.0616760345730404
"Selenok",2.58742713984682e-06,0.341386002122722,0.933,0.959,0.0650194565972108
"Uckl1",2.61069694601716e-06,-0.258717739713231,0.243,0.339,0.0656042035564653
"Aff3",2.65178931879546e-06,-0.541479114006318,0.153,0.25,0.0666368137920112
"Hdgfl3",2.66133930874105e-06,-0.268387878357029,0.262,0.37,0.0668767954893539
"Ftl1",2.67255373250338e-06,0.26206881532955,0.584,0.56,0.0671586027440774
"Abi1",2.68579447559486e-06,-0.359693200626592,0.199,0.301,0.0674913293772231
"Trarg1",2.7189962188669e-06,-0.264617238063133,0.446,0.612,0.0683256559839064
"Prkcz",2.83694036719511e-06,-0.384885671433469,0.244,0.368,0.071289474487246
"Srsf5",2.87506877562139e-06,0.267649979939536,0.691,0.725,0.07224760326259
"Dnm1l",2.89940974251818e-06,-0.271006968101982,0.513,0.68,0.0728592674197393
"Dmxl2",2.9411314107474e-06,-0.39620401479281,0.301,0.449,0.0739076912206713
"Mpp5",2.94461608594738e-06,-0.268986802721718,0.191,0.274,0.0739952576237716
"Tchp",2.95864627478611e-06,-0.509924635338337,0.161,0.264,0.0743478222391001
"Rps4x",2.98126306717855e-06,0.333904609395468,0.95,0.95,0.0749161596151299
"Mcf2l",2.98179498228365e-06,-0.37551814166076,0.5,0.692,0.0749295261098059
"Scn5a",3.07334391779196e-06,-0.37420846785941,0.208,0.317,0.0772300593101941
"Rprd2",3.10498107405683e-06,-0.435716804189869,0.173,0.275,0.078025069409974
"Wwp1",3.12055490306842e-06,-0.298681454437997,0.191,0.278,0.0784164241592064
"Hs2st1",3.14507516269866e-06,-0.489682194326257,0.15,0.25,0.0790325937634546
"Cep162",3.14577350304427e-06,-0.447465676563059,0.212,0.333,0.0790501423579995
"Kif27",3.17286365411087e-06,-0.533481710032419,0.217,0.355,0.0797308907641521
"Usp24",3.23604647067892e-06,-0.537762173864998,0.187,0.31,0.0813186117616905
"Fmr1",3.26623921568765e-06,-0.266157467500907,0.293,0.412,0.0820773252510149
"Ppip5k1",3.2714640296232e-06,-0.289704467706978,0.235,0.335,0.0822086196004014
"Nbr1",3.45360477449732e-06,-0.428442543452212,0.203,0.317,0.0867856343783433
"Scn8a",3.48481379893518e-06,-0.366338361137302,0.216,0.314,0.0875698859534421
"Sacm1l",3.50183422882889e-06,-0.327766630140716,0.3,0.438,0.0879975923362411
"Mvk",3.50387314282885e-06,-0.438185343890568,0.19,0.302,0.0880488282061462
"Rps8",3.51040082102972e-06,0.267394452776982,0.996,0.996,0.0882128622316558
"Tapbpl",3.58149744733464e-06,-0.597302660396355,0.14,0.25,0.0899994493540723
"Cfap65",3.61691815049219e-06,-0.538074071280279,0.165,0.276,0.0908895362037182
"Akr1a1",3.72567328398018e-06,0.303450068801202,0.512,0.543,0.0936224439531379
"Stam2",3.73156197813852e-06,-0.431816171778789,0.169,0.267,0.0937704209486429
"Zfyve9",3.77484447246034e-06,-0.361071755665041,0.215,0.324,0.0948580667484558
"Zfand2a",4.01735577001315e-06,-0.357843414993475,0.257,0.383,0.10095213314466
"Ybx1",4.10508509334871e-06,0.283261876079358,0.913,0.945,0.10315668331076
"Atp6v1f",4.19475164237129e-06,0.349307217192922,0.658,0.688,0.105409914021148
"Drosha",4.36998667010605e-06,-0.425407387692487,0.185,0.284,0.109813395033095
"Jade1",4.38312655499058e-06,-0.299221369284006,0.251,0.37,0.110143587200358
"Zfp280d",4.39217647173414e-06,-0.282349754418289,0.231,0.335,0.110371002558207
"Tcf12",4.43124120924285e-06,-0.25075949785394,0.193,0.27,0.111352660347064
"Ice1",4.62186925256017e-06,-0.319970377845448,0.207,0.301,0.116142952447585
"Adgrl3",4.62726254755978e-06,-0.253753658727637,0.474,0.643,0.11627848055763
"Cdc42bpa",4.63558559214774e-06,-0.416112081522428,0.299,0.447,0.116487630345081
"Kif3b",4.65337520405714e-06,-0.350805079069466,0.332,0.491,0.116934665502752
"Commd10",4.65544732772155e-06,-0.448183516616387,0.163,0.262,0.116986735898315
"Lcorl",4.87121628134895e-06,-0.321583276133438,0.269,0.396,0.122408793934018
"Cbl",5.01651875320004e-06,-0.365963224024601,0.176,0.271,0.126060099749164
"Nol4",5.09242010679942e-06,-0.438870708489722,0.263,0.403,0.127967424863763
"Morn4",5.16301310859122e-06,-0.327154383262496,0.173,0.259,0.129741356405789
"Dvl3",5.17513715009863e-06,-0.432669620772257,0.16,0.255,0.130046021444828
"Sorbs2",5.21865313643785e-06,0.287392880665758,0.466,0.501,0.131139534665547
"Fam135a",5.37685426109435e-06,-0.306899611443457,0.267,0.385,0.13511497072704
"Dip2c",5.57861459313795e-06,-0.360291038900119,0.354,0.517,0.140185006110964
"Mcu",5.6200239911269e-06,-0.34068071855262,0.192,0.284,0.141225582873028
"Ccdc40",5.67721270662547e-06,-0.260534517340717,0.393,0.538,0.142662678104792
"Epn1",5.68357110908952e-06,-0.257580882004572,0.209,0.296,0.142822458400311
"Uhrf2",5.78677744046699e-06,-0.32456595244281,0.208,0.308,0.145415930301495
"Sesn3",5.97273243141674e-06,-0.378223184527665,0.325,0.485,0.150088793269071
"Mmp16",6.07260305342108e-06,-0.519035994843981,0.296,0.46,0.152598442129418
"Fam98a",6.29611108852164e-06,-0.374801228267404,0.194,0.291,0.15821497554346
"Hist1h2bc",6.52914037965068e-06,0.303629964449641,0.759,0.787,0.164070768600242
"Rbis",6.58173377916436e-06,0.314423771403498,0.372,0.376,0.165392388136621
"Ccdc181",6.76605984397141e-06,-0.399641605214891,0.267,0.402,0.170024317819158
"Brsk1",6.81043797260793e-06,-0.27854441641764,0.215,0.306,0.171139495813665
"Togaram1",7.12104484269449e-06,-0.366012109219987,0.171,0.259,0.17894473585207
"Ppp1r2",7.59266349236812e-06,0.262967529104329,0.68,0.728,0.190796040899718
"Atp6v0a1",7.62139890146669e-06,-0.308418487460084,0.348,0.491,0.191518132994956
"Pcyox1",7.62152244422818e-06,-0.628375176010774,0.297,0.491,0.19152123750101
"Gcsh",7.70988161226421e-06,-0.253819328746733,0.193,0.274,0.193741615034587
"2900097C17Rik",7.77034133412631e-06,-0.350342143379883,0.315,0.47,0.19526090738526
"Myh10",7.82005658141977e-06,-0.479048506372851,0.17,0.273,0.196510201834497
"Cep128",7.96280201917519e-06,-0.62041427798339,0.151,0.262,0.200097251939853
"Mga",8.030907700283e-06,-0.299585046096158,0.247,0.345,0.201808679600412
"Parp1",8.05509127739203e-06,-0.342103573600972,0.242,0.36,0.202416388709584
"Tmed8",8.18828484624574e-06,-0.412738772748093,0.169,0.257,0.205763409901309
"Ankrd17",8.33548085632991e-06,-0.288323857616228,0.308,0.439,0.209462298438714
"Sh3pxd2a",8.37328886965732e-06,-0.341541471351029,0.208,0.307,0.210412376005619
"2010204K13Rik",8.52082301151543e-06,0.325101999032002,0.352,0.361,0.214119761456371
"Ddx21",8.84709766776874e-06,-0.431724080009683,0.26,0.396,0.222318717293361
"Megf9",8.88370876555155e-06,-0.372770516694834,0.457,0.649,0.223238717569545
"Ccdc82",9.04818175548729e-06,-0.436527434439448,0.19,0.293,0.22737175933364
"Mib1",9.29543650001523e-06,-0.310422247030171,0.197,0.284,0.233585023808883
"Slc16a11",9.46379246173554e-06,-0.399670370995736,0.511,0.703,0.237815640770952
"Drd2",9.50018273367054e-06,-0.268386630941594,0.273,0.389,0.238730091914407
"Rnf4",9.87039351552889e-06,-0.324474128442444,0.171,0.253,0.248033118651725
"Eps15",9.91860719916739e-06,-0.316175749328608,0.187,0.272,0.249244680307877
"Atmin",9.92311743138259e-06,-0.427698625506363,0.226,0.353,0.249358017933213
"Ttll5",9.93239042058186e-06,-0.379365320671236,0.187,0.29,0.249591038878801
"Tubb4b",9.97415145481793e-06,0.26528080164512,0.99,0.994,0.25064045190812
"Arxes1",1.00685074920193e-05,-0.38844651846692,0.18,0.271,0.253011524766952
"Vps13a",1.01053265383686e-05,-0.289187082790913,0.196,0.284,0.253936750582664
"Rbpj",1.01958260720832e-05,-0.508971990233362,0.171,0.279,0.25621091336538
"Dhcr24",1.03732327990191e-05,-0.418099479446396,0.162,0.259,0.26066896700655
"Tnpo3",1.04378784353634e-05,-0.439559923171163,0.168,0.268,0.262293447202248
"Por",1.06172971462808e-05,-0.259672347168489,0.228,0.323,0.266802059988889
"Cecr2",1.06749778012946e-05,-0.376652110442376,0.38,0.552,0.268251517168731
"Zfhx3",1.07803590835192e-05,-0.282479363727162,0.177,0.26,0.270899643409754
"1700030J22Rik",1.12390398200678e-05,-0.66981135140932,0.183,0.319,0.282425831638485
"Sept8",1.16602242985241e-05,-0.335854806480689,0.212,0.31,0.293009776397612
"Zbtb20",1.17947301341637e-05,-0.254680270841776,0.282,0.382,0.296389773541398
"Ankrd46",1.1820211564953e-05,-0.351332838701541,0.175,0.258,0.297030096415704
"Lca5",1.20810171276442e-05,-0.432798862760866,0.159,0.254,0.303583879400572
"Btaf1",1.21422339852312e-05,-0.469461822215961,0.278,0.426,0.305122197814876
"Xrcc6",1.21710718584665e-05,-0.375182424993682,0.279,0.416,0.305846864731406
"Paf1",1.21960784287239e-05,-0.253773872712733,0.244,0.345,0.306475254835404
"Slc25a28",1.26075437635443e-05,-0.373754130714327,0.17,0.256,0.316814967234105
"Pum2",1.2688832710898e-05,-0.289467966691051,0.271,0.386,0.318857677192156
"Trpc1",1.2962539774476e-05,-0.321859572797503,0.233,0.345,0.325735661992808
"Gm10432",1.2991328681186e-05,-0.464684837616763,0.246,0.381,0.326459098429522
"Coro2a",1.32260612660833e-05,-0.285898478139103,0.343,0.487,0.332357693555407
"Ino80d",1.39903985431302e-05,-0.262071495761504,0.286,0.41,0.351564724990318
"Irs2",1.40870819533934e-05,-0.391330977311491,0.217,0.327,0.353994282406822
"Rpl13a",1.41120670116557e-05,0.256107314911278,0.944,0.952,0.354622131935896
"Nipal2",1.42461216109162e-05,-0.389734622953809,0.285,0.421,0.357990789960714
"Jrkl",1.43442768827535e-05,-0.520007705159944,0.161,0.266,0.360457333786712
"Rpgrip1l",1.43488271770092e-05,-0.253850103030726,0.452,0.606,0.360571678131064
"Smg1",1.46036093279067e-05,-0.505420448716192,0.182,0.297,0.366974098800968
"Gm45060",1.47871767717146e-05,-0.366073625304447,0.2,0.299,0.371586965096416
"Pip4k2a",1.48540285163785e-05,-0.263686946718614,0.188,0.265,0.373266882588076
"Ehmt1",1.52287983678832e-05,-0.416946791543167,0.168,0.257,0.382684474186537
"Pwwp2a",1.5237927948002e-05,-0.312615921764596,0.204,0.301,0.382913891405341
"Adgrl1",1.53470854691218e-05,-0.251626257021459,0.259,0.366,0.385656910753561
"Kif13a",1.54948102559077e-05,-0.434531214791638,0.197,0.303,0.389369086920704
"Macrod1",1.57998498935007e-05,-0.26647465333295,0.296,0.414,0.397034427973779
"Tbl1x",1.5922293421398e-05,-0.314647885436576,0.195,0.284,0.400111311386311
"Cldn3",1.61639781975582e-05,0.261684642280748,0.504,0.525,0.40618460812644
"Gm49336",1.61854799402938e-05,-0.383196223626313,0.182,0.279,0.406724925419642
"Sbf2",1.62185235090545e-05,-0.416648285702675,0.184,0.286,0.407555277259031
"Kdm5a",1.63965438457334e-05,-0.260579011658237,0.299,0.418,0.412028750299434
"Taldo1",1.66561882882677e-05,0.299973174883587,0.615,0.656,0.418553355495879
"Cnot6",1.69791519899585e-05,-0.389468635175168,0.233,0.356,0.426669110355668
"Tmem256",1.74175389636684e-05,0.390364685848278,0.439,0.434,0.437685336618024
"Rexo1",1.76563581925251e-05,-0.375010397892977,0.264,0.398,0.443686625019963
"Sec61b",1.76690998402495e-05,0.438043696008558,0.523,0.531,0.44400680988563
"Uqcc2",1.76919280181774e-05,0.392572041094937,0.517,0.518,0.44458045916878
"Med13l",1.77477104160397e-05,-0.311674825840847,0.3,0.431,0.445982215044661
"S100a13",1.80096723591697e-05,0.321846555216485,0.301,0.309,0.452565056713576
"Nbeal1",1.8081448431114e-05,-0.302809990664759,0.222,0.328,0.454368717625465
"Pappa",1.85443384943132e-05,-0.411534971692524,0.213,0.323,0.466000682023597
"Ubxn2a",1.85740213171424e-05,-0.315755895804603,0.628,0.809,0.466746581678472
"Pdlim1",1.87411486628707e-05,1.11077410679478,0.272,0.16,0.470946324749279
"Fbxo11",1.87472437833931e-05,-0.402597585235744,0.165,0.254,0.471099489032885
"Emsy",1.88037929612494e-05,-0.43676920011814,0.222,0.344,0.472520513323237
"Dido1",1.88320827229335e-05,-0.292859534055581,0.238,0.342,0.473231406744596
"Ercc5",1.89127219068771e-05,-0.282771382910075,0.188,0.263,0.475257788797915
"Ikzf5",1.90729834008776e-05,-0.673790082907599,0.21,0.374,0.479284999880653
"Man2a2",1.9654642966747e-05,-0.392320762699102,0.188,0.289,0.493901523111385
"Pogk",1.97484907913245e-05,-0.485649785313319,0.161,0.26,0.496259825095193
"Rnf170",1.98046020567409e-05,-0.387099872012502,0.232,0.355,0.497669845083842
"Nckap1",2.00367934455355e-05,-0.308742572820095,0.201,0.295,0.503504582492863
"Cidea",2.03304770507181e-05,0.599447462099862,0.262,0.2,0.510884557807495
"Osbpl6",2.04796673828564e-05,-0.478453664980392,0.228,0.353,0.5146335616638
"Tbc1d9",2.06224963198278e-05,-0.350041629297206,0.265,0.386,0.518222710020954
"Calb2",2.07082253382378e-05,-0.51312542942,0.214,0.284,0.520376994524578
"Brf1",2.21884186611078e-05,-0.534928157273349,0.159,0.267,0.557572772534979
"Trim44",2.29124488626499e-05,-0.390027507039999,0.349,0.515,0.575766927469529
"Crnkl1",2.38387836234822e-05,-0.318757543488298,0.219,0.316,0.599044793674485
"Ncoa7",2.40241618732622e-05,-0.30266953755039,0.287,0.415,0.603703163713206
"P4htm",2.4437940942156e-05,-0.395447409759647,0.246,0.373,0.614101017935438
"Nphp1",2.46295643029067e-05,-0.443048408784148,0.235,0.359,0.618916321367743
"Nudcd3",2.53241264176557e-05,-0.493491930162176,0.256,0.398,0.63636997274927
"Gmps",2.54475802955972e-05,-0.281168609790277,0.179,0.256,0.639472245248061
"Fam120b",2.55484778179887e-05,-0.265658343026746,0.187,0.265,0.642007699088239
"Scrn3",2.55705389101122e-05,-0.344035379301774,0.174,0.255,0.642562072272209
"Yy1",2.56860166453204e-05,-0.28929743365265,0.397,0.566,0.645463912280256
"Clip1",2.60499714011748e-05,-0.308585957472522,0.205,0.298,0.654609731340122
"Slk",2.6070676623425e-05,-0.370353109134986,0.191,0.29,0.655130032870046
"Dyrk1a",2.61617665387623e-05,-0.27112346035191,0.201,0.284,0.657419031352559
"Elavl2",2.64050937523165e-05,-0.296577153170702,0.195,0.282,0.663533600901961
"Mef2b",2.64216656227086e-05,-0.548788023349936,0.251,0.402,0.663950035433045
"Timm22",2.64358153324036e-05,-0.313268207570796,0.17,0.252,0.664305603487971
"Senp7",2.69008645331449e-05,-0.30572086278388,0.297,0.422,0.675991824853398
"Tmtc2",2.70365925956979e-05,-0.312051052558297,0.267,0.385,0.679402535337292
"Gpt2",2.73375806482506e-05,-0.377729999450155,0.198,0.293,0.68696606410989
"Hdac9",2.73770226011781e-05,-0.270039780816298,0.283,0.4,0.687957200945005
"Mapk4",2.76880171112019e-05,-0.282904379613092,0.216,0.304,0.695772181987392
"Mcts1",2.77443582248315e-05,-0.253811870068551,0.207,0.295,0.69718797783179
"Lrp6",2.79694274787089e-05,-0.406438013795615,0.171,0.264,0.702843743112475
"Faah",2.82750724924741e-05,-0.269582033776388,0.202,0.288,0.710524296663383
"Ncbp2",2.88192235015987e-05,-0.28195742797139,0.297,0.424,0.724198267371674
"Atp11b",2.9795594676675e-05,-0.309645307845306,0.225,0.329,0.748733498630167
"Cadps",3.03463396154653e-05,-0.346303375057237,0.411,0.581,0.762573168197029
"Rnf20",3.05513899026477e-05,-0.294560366739083,0.311,0.446,0.767725876863634
"Herpud1",3.05892235983994e-05,0.43575010196967,0.498,0.472,0.768676599804179
"Trak1",3.23109642325544e-05,-0.317367393107488,0.171,0.256,0.811942220199859
"Ppm1b",3.28035423016856e-05,-0.419945936885663,0.251,0.394,0.824320214499058
"Arxes2",3.39415820504909e-05,-0.265337648221529,0.28,0.395,0.852918015346786
"Ckb",3.56186307491187e-05,0.251192824323399,0.998,1,0.895060572094604
"Orc4",3.72705605504407e-05,-0.250179135997673,0.212,0.293,0.936571916072024
"Kcnmb3",3.72947076243406e-05,0.326527453252096,0.249,0.25,0.937178707892055
"Dlst",3.7481756021822e-05,-0.291634905350981,0.176,0.252,0.941879047072364
"Zcchc9",3.92736446387906e-05,-0.266274991237901,0.233,0.323,0.986907416128169
"Olig1",3.93584055935176e-05,0.397748036764349,0.255,0.25,0.989037374159504
"Nipbl",4.21090802138656e-05,-0.300838575214139,0.543,0.713,1
"Mt3",4.28560673925983e-05,0.560623737972855,0.402,0.346,1
"Ing1",4.29330858827769e-05,-0.320462651601856,0.174,0.26,1
"Kat2b",4.37834763359905e-05,-0.337585615893607,0.384,0.536,1
"Zmym5",4.39326939137371e-05,-0.315450006932896,0.172,0.251,1
"Ninl",4.41149695073634e-05,-0.5958188813473,0.152,0.259,1
"Rpl3",4.41493882771721e-05,0.279093618152142,0.942,0.955,1
"Fam53c",4.42532910547227e-05,-0.351494933570366,0.235,0.341,1
"Svip",4.46815271614325e-05,-0.507285197715682,0.274,0.434,1
"Prdm2",4.53711883184e-05,-0.459089471711345,0.237,0.367,1
"Ilrun",4.54912170164572e-05,-0.298641065562827,0.282,0.405,1
"Slain2",4.59960825967788e-05,-0.393278188674093,0.178,0.275,1
"Peg3",4.66076052415423e-05,-0.602448075048063,0.173,0.304,1
"Zfp24",4.69872366396383e-05,-0.285782572384438,0.22,0.314,1
"Rasa1",4.73252637230656e-05,-0.387453813863272,0.19,0.291,1
"Setd2",4.87344006279604e-05,-0.353320969143282,0.228,0.34,1
"Brdt",4.90023141852845e-05,-0.407886440058534,0.373,0.542,1
"Trim26",4.95280588352728e-05,-0.418057804026251,0.167,0.268,1
"Rpl6",5.00371186127761e-05,0.274816867189495,0.919,0.938,1
"Mettl5",5.09299463982145e-05,-0.266286134279633,0.178,0.25,1
"Ttbk2",5.09408787135603e-05,-0.507382163193041,0.191,0.308,1
"AV356131",5.14946557697877e-05,-0.345850506917457,0.167,0.251,1
"Crebzf",5.22137467919017e-05,-0.262011163688441,0.245,0.348,1
"Zfp148",5.22803887594315e-05,-0.267191701511926,0.288,0.416,1
"H2afy",5.34443191659757e-05,0.257243999357772,0.93,0.96,1
"Bsn",5.53147436749093e-05,-0.408325482409571,0.259,0.389,1
"Slc12a6",5.84353460249443e-05,-0.419784241561153,0.188,0.299,1
"Hist3h2a",5.87316857400133e-05,-0.296317103241646,0.188,0.267,1
"Anks1",5.88295617349113e-05,-0.3576755884046,0.182,0.273,1
"Rab2b",5.98099083564651e-05,-0.326988443853026,0.188,0.278,1
"Stk11",6.09779708667192e-05,-0.370206502421393,0.236,0.365,1
"Pou2f2",6.25128867733567e-05,-0.292675550197087,0.237,0.346,1
"Serf1",6.27780016559028e-05,-0.358753584365163,0.179,0.27,1
"Cdyl",6.33235891619573e-05,-0.395277028789606,0.192,0.295,1
"Crym",6.3390353561012e-05,-0.45243252800228,0.161,0.265,1
"Rabgap1",6.45096349822325e-05,-0.288360371766108,0.174,0.255,1
"Mical2",6.50895248247659e-05,-0.472238489647565,0.256,0.401,1
"Dop1a",6.62638256035152e-05,-0.35367492627955,0.187,0.279,1
"Nus1",6.77207677462287e-05,-0.28617074065109,0.184,0.263,1
"Cdadc1",6.91524995173115e-05,-0.28325399486046,0.219,0.318,1
"Dmkn",7.02128904793734e-05,-0.266541543221893,0.17,0.255,1
"Zfp462",7.08179983678178e-05,-0.561496113683428,0.231,0.378,1
"Akap11",7.10309169471677e-05,-0.289293291374356,0.228,0.326,1
"Ccdc173",7.11097415693173e-05,-0.360293908586981,0.197,0.291,1
"Tnpo1",7.21320518290518e-05,-0.400920744949576,0.189,0.288,1
"Ccdc112",7.23058907371427e-05,-0.2904462138291,0.289,0.405,1
"2610002M06Rik",7.65855587469309e-05,-0.527343756524811,0.167,0.273,1
"Pard6b",7.6943682621406e-05,-0.626492074572677,0.146,0.258,1
"Nek4",7.7588863720896e-05,-0.336984672552757,0.2,0.292,1
"Specc1l",7.98207154554507e-05,-0.261978860295037,0.274,0.385,1
"Pir",8.25152960402129e-05,-0.294860945469143,0.219,0.314,1
"Cst3",8.75740620168175e-05,0.401711373386457,0.37,0.351,1
"Ints6",9.01348779334593e-05,-0.252200928081738,0.18,0.258,1
"Slc16a6",9.10134627468528e-05,-0.311701530936612,0.171,0.252,1
"Puf60",9.1411315763537e-05,0.286031771460581,0.612,0.647,1
"Ski",9.56871029746149e-05,-0.335719066617732,0.179,0.262,1
"Fbxo10",0.00010543428522806,-0.398021037785911,0.174,0.262,1
"Fam98c",0.000107447895503898,-0.348685742475739,0.196,0.294,1
"Rnf121",0.000108314906337478,-0.448317008868764,0.195,0.312,1
"Klc3",0.000110082059444423,-0.374235691658112,0.34,0.504,1
